SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content,Approved Amount EIDL
17563,17564,4665,MO-00113,SAINT LOUIS,63110,SAINT LOUIS CITY,MO,76985.58,76985.58,0,27600,25000,0,2600
17563,17564,4665,MO-00113,SAINT LOUIS,63111,SAINT LOUIS CITY,MO,64665.48,54139.68,10525.8,5300,5300,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63112,SAINT LOUIS CITY,MO,1460475.75,1360263.75,100212,113100,86200,20300,6600
17563,17564,4665,MO-00113,SAINT LOUIS,63113,SAINT LOUIS CITY,MO,1011382.38,942187.38,69195,42100,34800,4200,3100
17563,17564,4665,MO-00113,BRECKENRIDGE HILLS,63114,SAINT LOUIS,MO,114232.23,100452.23,13780,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63114,SAINT LOUIS,MO,158249.77,128104.77,30145,,0,0,0
17563,17564,4665,MO-00113,OVERLAND,63114,SAINT LOUIS,MO,43932,37962,5970,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63115,SAINT LOUIS CITY,MO,1355791.19,1263113.69,92677.5,188500,150000,23300,15200
17563,17564,4665,MO-00113,FLORISSANT,63115,SAINT LOUIS,MO,42809.44,34309.44,8500,40100,0,8500,31600
17563,17564,4665,MO-00113,SAINT LOUIS,63116,SAINT LOUIS CITY,MO,252925.82,228595.82,24330,44300,41900,2400,0
17563,17564,4665,MO-00113,SAINT LOUIS,63117,SAINT LOUIS,MO,103009.8,87849.8,15160,64300,63600,700,0
17563,17564,4665,MO-00113,SAINT LOUIS,63118,SAINT LOUIS CITY,MO,28164.43,18036.43,10128,,0,0,0
17563,17564,4665,MO-00113,WEBSTER GRVS,63119,SAINT LOUIS,MO,23189.5,18292.5,4897,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63119,SAINT LOUIS,MO,90550.29,78128.29,12422,93300,78200,5500,9600
17563,17564,4665,MO-00113,SAINT LOUIS,63120,SAINT LOUIS CITY,MO,657995.43,607670.43,50325,113600,112500,0,1100
17563,17564,4665,MO-00113,NORMANDY,63121,SAINT LOUIS,MO,24114.8,24114.8,0,15000,15000,0,0
17563,17564,4665,MO-00113,COOL VALLEY,63121,SAINT LOUIS,MO,,,,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63121,SAINT LOUIS,MO,957958.78,851803.57,106155.21,79400,77900,1500,0
17563,17564,4665,MO-00113,SAINT LOUIS,63123,SAINT LOUIS,MO,6930,0,6930,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63124,SAINT LOUIS,MO,74667.52,53323.52,21344,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63125,SAINT LOUIS,MO,50931.95,50391.95,540,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63126,SAINT LOUIS,MO,29920.72,25420.72,4500,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63129,SAINT LOUIS,MO,18889.14,18889.14,0,,0,0,0
17563,17564,4665,MO-00113,UNIVERSITY CITY,63130,SAINT LOUIS,MO,25687,0,25687,12700,0,12700,0
17563,17564,4665,MO-00113,UNIVERSITY CY,63130,SAINT LOUIS,MO,1661312.33,1518178.33,143134,167800,159000,4300,4500
17563,17564,4665,MO-00113,SAINT LOUIS,63130,SAINT LOUIS,MO,3108472.2,2817832.22,290639.98,566200,515300,35600,15300
17563,17564,4665,MO-00113,SAINT LOUIS,63132,SAINT LOUIS,MO,146624.11,62055.61,84568.5,174300,31300,46900,96100
17563,17564,4665,MO-00113,SAINT LOUIS,63133,SAINT LOUIS,MO,1367645.7,1275925.67,91720.03,215300,133200,41700,40400
17563,17564,4665,MO-00113,BERKELEY,63134,SAINT LOUIS,MO,903499.11,886999.11,16500,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63134,SAINT LOUIS,MO,363854.32,271854.32,92000,92600,87200,0,5400
17563,17564,4665,MO-00113,FERGUSON,63135,SAINT LOUIS,MO,146804.1,134225.1,12579,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63135,SAINT LOUIS,MO,266609.09,241680.09,24929,51700,50000,1700,0
17563,17564,4665,MO-00113,JENNINGS,63136,SAINT LOUIS,MO,89674.18,69582.18,20092,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63136,SAINT LOUIS,MO,781663.81,731787.01,49876.8,69500,36500,8000,25000
17563,17564,4665,MO-00113,NORTH COUNTY,63137,SAINT LOUIS,MO,1697,0,1697,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63137,SAINT LOUIS,MO,192515.22,188565.22,3950,19000,13600,0,5400
17563,17564,4665,MO-00113,SAINT LOUIS,63138,SAINT LOUIS,MO,7501.6,1128.6,6373,,0,0,0
17563,17564,4665,MO-00113,SAINT LOUIS,63139,SAINT LOUIS CITY,MO,99001.96,92136.96,6865,152100,92200,6900,53000
17563,17564,4665,MO-00113,SAINT LOUIS,63143,SAINT LOUIS,MO,210747.5,173097.5,37650,120100,102100,0,18000
17563,17564,4665,MO-00113,MAPLEWOOD,63143,SAINT LOUIS,MO,716504.86,671623.86,44881,10400,10400,0,0
17563,17564,4665,MO-00113,BRENTWOOD,63144,SAINT LOUIS,MO,43486.92,12931.92,30555,125000,12900,51200,60900
17563,17564,4665,MO-00113,SAINT LOUIS,63144,SAINT LOUIS,MO,840888.4,549455.4,291433,1043800,549500,419300,75000
17563,17564,4665,MO-00113,SAINT LOUIS,63147,SAINT LOUIS CITY,MO,338060.9,322211.9,15849,,0,0,0
17563,17564,4665,MO-00113,SAINT CHARLES,63301,SAINT CHARLES,MO,758241.67,630160.79,128080.88,31600,25000,6600,0
17563,17564,4665,MO-00113,SAINT CHARLES,63303,SAINT CHARLES,MO,88205.45,27724.45,60481,,0,0,0
17563,17564,4665,MO-00113,SAINT PETERS,63303,SAINT CHARLES,MO,78120,35100,43020,,0,0,0
17563,17564,4665,MO-00113,O FALLON,63366,SAINT CHARLES,MO,396377,1,396376,201500,0,1400,200100
17563,17564,4665,MO-00113,LAKE ST LOUIS,63367,SAINT CHARLES,MO,5950,0,5950,,0,0,0
17563,17564,4665,MO-00113,SAINT PETERS,63376,SAINT CHARLES,MO,855495.38,798884.38,56611,193200,185700,0,7500
17563,17564,4665,MO-00113,WENTZVILLE,63385,SAINT CHARLES,MO,5829,0,5829,,0,0,0
17565,17566,4665,MO-00116,FLORISSANT,63034,SAINT LOUIS,MO,185589.96,182405.96,3184,,0,0,0
17565,17566,4665,MO-00116,SAINT LOUIS,63112,SAINT LOUIS CITY,MO,945638.3,912489.3,33149,,0,0,0
17565,17566,4665,MO-00116,SAINT LOUIS,63114,SAINT LOUIS,MO,1000,0,1000,,0,0,0
17565,17566,4665,MO-00116,SAINT LOUIS,63133,SAINT LOUIS,MO,42454.42,39254.42,3200,,0,0,0
17565,17566,4665,MO-00116,WENTZVILLE,63385,SAINT CHARLES,MO,53918.52,50888.52,3030,,0,0,0
17567,17568,,CA-00361,GROVELAND,95321,TUOLUMNE,CA,0,0,0,24800,0,0,24800
17567,17568,,CA-00361,MARIPOSA,95338,MARIPOSA,CA,387588.51,339289.51,48299,207300,86900,15600,104800
17567,17568,,CA-00361,MERCED,95340,MERCED,CA,0,0,0,,0,0,0
17567,17568,,CA-00361,MIDPINES,95345,MARIPOSA,CA,20545,19795,750,,0,0,0
17579,17580,,PA-00120,NEW SALEM,15468,FAYETTE,PA,,,,,0,0,0
17579,17580,,PA-00120,GREENSBURG,15601,WESTMORELAND,PA,16998,0,16998,,0,0,0
17579,17580,,PA-00120,LATROBE,15650,WESTMORELAND,PA,404614.43,322151.43,82463,37400,0,12400,25000
17579,17580,,PA-00120,SLIPPERY ROCK,16057,BUTLER,PA,190535.11,175535.11,15000,188600,173600,15000,0
17581,17582,,CA-00362,REDDING,96002,SHASTA,CA,,,,,0,0,0
17581,17582,,CA-00362,ANDERSON,96007,SHASTA,CA,,,,,0,0,0
17581,17582,,CA-00362,KLAMATH RIVER,96050,SISKIYOU,CA,34415,0,34415,,0,0,0
17581,17582,,CA-00362,TRINITY CENTER,96091,TRINITY,CA,,,,,0,0,0
17581,17582,,CA-00362,WEED,96094,SISKIYOU,CA,,,,,0,0,0
17583,17584,,IN-00078,WASHINGTON,47501,DAVIESS,IN,0,0,0,25000,0,0,25000
17612,17613,,MN-00099,TOWER,55790,SAINT LOUIS,MN,90090,65340,24750,913400,888600,24800,0
17612,17613,,MN-00099,BAUDETTE,56623,LAKE OF THE WOODS,MN,28168.28,20168.28,8000,700000,0,0,700000
17612,17613,,MN-00099,BLACKDUCK,56630,BELTRAMI,MN,57477.11,48477.11,9000,,0,0,0
17612,17613,,MN-00099,INTL FALLS,56649,KOOCHICHING,MN,318887.12,257937.12,60950,272400,231800,40600,0
17612,17613,,MN-00099,KABETOGAMA,56669,ST LOUIS,MN,0,0,0,196400,0,0,196400
17612,17613,,MN-00099,KABETOGAMA,56669,KOOCHICHING,MN,239474.75,231994.75,7480,,0,0,0
17612,17613,,MN-00099,KABETOGAMA,56669,ST. LOUIS,MN,63273.68,63273.68,0,,0,0,0
17612,17613,,MN-00099,KABETOGAMA,56669,Saint Louis,MN,38632.88,38632.88,0,86900,0,0,86900
17614,17615,4668,AZ-00083,PHOENIX,85006,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85009,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85017,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85021,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85028,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85031,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85033,MARICOPA,AZ,0,0,0,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85035,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85051,MARICOPA,AZ,524399.95,506399.95,18000,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85053,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,PHOENIX,85085,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,MESA,85201,MARICOPA,AZ,27669,0,27669,,0,0,0
17614,17615,4668,AZ-00083,MESA,85202,MARICOPA,AZ,0,0,0,,0,0,0
17614,17615,4668,AZ-00083,CHANDLER,85248,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,SCOTTSDALE,85251,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,SCOTTSDALE,85254,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,SCOTTSDALE,85255,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,SCOTTSDALE,85256,MARICOPA,AZ,25687.03,25687.03,0,,0,0,0
17614,17615,4668,AZ-00083,GLENDALE,85301,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,GLENDALE,85303,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,CAVE CREEK,85331,MARICOPA,AZ,1250,0,1250,,0,0,0
17614,17615,4668,AZ-00083,EL MIRAGE,85335,MARICOPA,AZ,,,,,0,0,0
17614,17615,4668,AZ-00083,LAVEEN,85339,MARICOPA,AZ,,,,,0,0,0
17622,17623,,TX-00644,CARROLLTON,75007,DENTON,TX,,,,,0,0,0
17622,17623,,TX-00644,ROCKWALL,75032,ROCKWALL,TX,,,,,0,0,0
17622,17623,,TX-00644,FRISCO,75033,DENTON,TX,,,,,0,0,0
17622,17623,,TX-00644,FRISCO,75034,DENTON,TX,69350,0,69350,,0,0,0
17622,17623,,TX-00644,IRVING,75038,DALLAS,TX,29568,0,29568,,0,0,0
17622,17623,,TX-00644,GARLAND,75040,DALLAS,TX,4000,0,4000,,0,0,0
17622,17623,,TX-00644,GARLAND,75042,DALLAS,TX,500,0,500,,0,0,0
17622,17623,,TX-00644,GARLAND,75044,DALLAS,TX,3723.96,2472.96,1251,,0,0,0
17622,17623,,TX-00644,GRAND PRAIRIE,75050,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,GRAND PRAIRIE,75051,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,GRAND PRAIRIE,75052,DALLAS,TX,16486,0,16486,,0,0,0
17622,17623,,TX-00644,GRAND PRAIRIE,75054,DALLAS,TX,25720,0,25720,,0,0,0
17622,17623,,TX-00644,IRVING,75060,DALLAS,TX,97545.62,69295.62,28250,,0,0,0
17622,17623,,TX-00644,IRVING,75062,DALLAS,TX,22000,0,22000,,0,0,0
17622,17623,,TX-00644,FAIRVIEW,75069,COLLIN,TX,1800,0,1800,,0,0,0
17622,17623,,TX-00644,PLANO,75075,COLLIN,TX,5000,0,5000,,0,0,0
17622,17623,,TX-00644,LEWISVILLE,75077,DENTON,TX,14950,0,14950,,0,0,0
17622,17623,,TX-00644,PROSPER,75078,COLLIN,TX,30320.86,18320.86,12000,,0,0,0
17622,17623,,TX-00644,RICHARDSON,75081,DALLAS,TX,30762.5,0,30762.5,,0,0,0
17622,17623,,TX-00644,PLANO,75093,COLLIN,TX,,,,,0,0,0
17622,17623,,TX-00644,BARDWELL,75101,ELLIS,TX,11147.87,11147.87,0,52700,11200,0,41500
17622,17623,,TX-00644,CEDAR HILL,75104,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,FORNEY,75126,KAUFMAN,TX,50103.2,50103.2,0,,0,0,0
17622,17623,,TX-00644,LANCASTER,75134,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,KAUFMAN,75142,KAUFMAN,TX,263735.75,213235.75,50500,168700,122700,46000,0
17622,17623,,TX-00644,MESQUITE,75149,DALLAS,TX,53314.76,34594.76,18720,,0,0,0
17622,17623,,TX-00644,MESQUITE,75150,DALLAS,TX,7922.8,6546.8,1376,3600,0,0,3600
17622,17623,,TX-00644,GLENN HEIGHTS,75154,ELLIS,TX,13975,0,13975,,0,0,0
17622,17623,,TX-00644,SEAGOVILLE,75159,DALLAS,TX,63655.95,63655.95,0,,0,0,0
17622,17623,,TX-00644,NEVADA,75173,COLLIN,TX,,,,,0,0,0
17622,17623,,TX-00644,BALCH SPRINGS,75180,DALLAS,TX,318489.71,294944.71,23545,,0,0,0
17622,17623,,TX-00644,MESQUITE,75181,DALLAS,TX,22685.96,22685.96,0,,0,0,0
17622,17623,,TX-00644,DALLAS,75202,DALLAS,TX,4000,0,4000,,0,0,0
17622,17623,,TX-00644,DALLAS,75204,DALLAS,TX,1500,0,1500,,0,0,0
17622,17623,,TX-00644,DALLAS,75205,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75206,DALLAS,TX,41987.71,19462.71,22525,,0,0,0
17622,17623,,TX-00644,DALLAS,75207,DALLAS,TX,244877,0,244877,,0,0,0
17622,17623,,TX-00644,DALLAS,75208,DALLAS,TX,1968,0,1968,,0,0,0
17622,17623,,TX-00644,DALLAS,75210,DALLAS,TX,12858.75,0,12858.75,,0,0,0
17622,17623,,TX-00644,DALLAS,75211,DALLAS,TX,95363.51,83363.51,12000,102700,84100,12000,6600
17622,17623,,TX-00644,DALLAS,75214,DALLAS,TX,11222,0,11222,,0,0,0
17622,17623,,TX-00644,DALLAS,75215,DALLAS,TX,84787.2,75426.2,9361,,0,0,0
17622,17623,,TX-00644,DALLAS,75216,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75217,DALLAS,TX,14184,9844,4340,,0,0,0
17622,17623,,TX-00644,DALLAS,75218,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75219,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75220,DALLAS,TX,38940,0,38940,,0,0,0
17622,17623,,TX-00644,DALLAS,75224,DALLAS,TX,11283.96,7153.96,4130,5700,3600,2100,0
17622,17623,,TX-00644,DALLAS,75226,DALLAS,TX,396384.1,355555.1,40829,196000,133600,34500,27900
17622,17623,,TX-00644,DALLAS,75227,DALLAS,TX,61541.54,37181.54,24360,,0,0,0
17622,17623,,TX-00644,DALLAS,75228,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75229,DALLAS,TX,176500,174500,2000,,0,0,0
17622,17623,,TX-00644,DALLAS,75231,DALLAS,TX,2300,0,2300,,0,0,0
17622,17623,,TX-00644,DALLAS,75232,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75234,DALLAS,TX,64790.4,48341.4,16449,,0,0,0
17622,17623,,TX-00644,DALLAS,75236,DALLAS,TX,23366.28,23366.28,0,,0,0,0
17622,17623,,TX-00644,DALLAS,75237,DALLAS,TX,172606.72,172606.72,0,,0,0,0
17622,17623,,TX-00644,DALLAS,75240,DALLAS,TX,0,0,0,,0,0,0
17622,17623,,TX-00644,DALLAS,75241,DALLAS,TX,2,0,2,,0,0,0
17622,17623,,TX-00644,DALLAS,75244,DALLAS,TX,71572.75,44804,26768.75,,0,0,0
17622,17623,,TX-00644,DALLAS,75247,DALLAS,TX,,,,,0,0,0
17622,17623,,TX-00644,DALLAS,75253,DALLAS,TX,1227609.65,267159.65,960450,,0,0,0
17622,17623,,TX-00644,ARLINGTON,76002,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,ARLINGTON,76011,TARRANT,TX,28553,23892,4661,,0,0,0
17622,17623,,TX-00644,ARLINGTON,76012,TARRANT,TX,10593,0,10593,,0,0,0
17622,17623,,TX-00644,ARLINGTON,76013,TARRANT,TX,3850,0,3850,,0,0,0
17622,17623,,TX-00644,ARLINGTON,76014,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,ARLINGTON,76016,TARRANT,TX,76939.73,76939.73,0,11200,0,0,11200
17622,17623,,TX-00644,AZLE,76020,TARRANT,TX,25070.52,24305.52,765,4900,4100,800,0
17622,17623,,TX-00644,MIDLOTHIAN,76065,ELLIS,TX,,,,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76102,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76105,TARRANT,TX,123689.34,123189.34,500,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76116,TARRANT,TX,22870.19,22870.19,0,,0,0,0
17622,17623,,TX-00644,HALTOM CITY,76117,TARRANT,TX,92101.3,90901.3,1200,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76119,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76120,TARRANT,TX,9550,2760,6790,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76123,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76131,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76133,TARRANT,TX,11995,0,11995,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76134,TARRANT,TX,138737.3,129837.3,8900,,0,0,0
17622,17623,,TX-00644,WATAUGA,76137,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,FOREST HILL,76140,TARRANT,TX,3988,0,3988,,0,0,0
17622,17623,,TX-00644,WATAUGA,76148,TARRANT,TX,151875,151875,0,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76177,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,SAGINAW,76179,TARRANT,TX,,,,,0,0,0
17622,17623,,TX-00644,DENTON,76209,DENTON,TX,38000,0,38000,,0,0,0
17622,17623,,TX-00644,AUBREY,76227,DENTON,TX,,,,,0,0,0
17622,17623,,TX-00644,FORT WORTH,76244,TARRANT,TX,39412.02,8412.02,31000,,0,0,0
17624,17625,,WV-00057,ONA,25545,CABELL,WV,39691.6,39691.6,0,,0,0,0
17624,17625,,WV-00057,HUNTINGTON,25701,CABELL,WV,179056.71,172156.71,6900,84100,67100,8500,8500
17631,17632,,AZ-00084,FLAGSTAFF,86001,COCONINO,AZ,507500,7500,500000,,0,0,0
17631,17632,,AZ-00084,FLAGSTAFF,86004,COCONINO,AZ,10000,10000,0,34100,15600,0,18500
17631,17632,,AZ-00084,WINSLOW,86047,NAVAJO,AZ,121644,113844,7800,,0,0,0
17631,17632,,AZ-00084,PRESCOTT,86303,YAVAPAI,AZ,10000,0,10000,10000,0,0,10000
17631,17632,,AZ-00084,CLARKDALE,86324,YAVAPAI,AZ,,,,,0,0,0
17633,17634,,AZ-00085,NOGALES,85621,SANTA CRUZ,AZ,100926.25,82132.25,18794,,0,0,0
17633,17634,,AZ-00085,TUCSON,85712,PIMA,AZ,,,,,0,0,0
17638,17639,4670,OK-00161,MUSKOGEE,74401,MUSKOGEE,OK,325555.88,293441.88,32114,,0,0,0
17640,17641,4671,PR-00042,ADJUNTAS,00601,ADJUNTAS,PR,129030.96,67350.96,61680,73100,13900,13100,46100
17640,17641,4671,PR-00042,AGUADA,00602,AGUADA,PR,426231.12,198141.12,228090,816800,16700,17500,782600
17640,17641,4671,PR-00042,RAMEY,00603,AGUADILLA,PR,19548.2,6575.2,12973,,0,0,0
17640,17641,4671,PR-00042,AGUADILLA,00603,AGUADILLA,PR,387923.9,271198.4,116725.5,264500,46500,37500,180500
17640,17641,4671,PR-00042,AGUADILLA,00604,AGUADILLA,PR,2850,0,2850,,0,0,0
17640,17641,4671,PR-00042,RAMEY,00604,AGUADILLA,PR,19758,9792,9966,,0,0,0
17640,17641,4671,PR-00042,AGUADILLA,00605,AGUADILLA,PR,50463.71,46784.71,3679,,0,0,0
17640,17641,4671,PR-00042,MARICAO,00606,MARICAO,PR,119292.26,69142.26,50150,,0,0,0
17640,17641,4671,PR-00042,ANASCO,00610,ANASCO,PR,79721.4,34622.4,45099,73100,0,19800,53300
17640,17641,4671,PR-00042,Anasco,00610,,PR,68895.36,68895.36,0,44700,25000,0,19700
17640,17641,4671,PR-00042,ANGELES,00611,UTUADO,PR,15785.11,15785.11,0,17000,15800,0,1200
17640,17641,4671,PR-00042,ARECIBO,00612,ARECIBO,PR,184648.21,95558.21,89090,143800,44100,32200,67500
17640,17641,4671,PR-00042,ARECIBO,00614,ARECIBO,PR,500,0,500,15900,0,1500,14400
17640,17641,4671,PR-00042,BAJADERO,00616,ARECIBO,PR,0,0,0,25000,0,0,25000
17640,17641,4671,PR-00042,BARCELONETA,00617,BARCELONETA,PR,438508.25,287317.25,151191,191300,60400,28800,102100
17640,17641,4671,PR-00042,CABO ROJO,00622,CABO ROJO,PR,120935.6,113159.6,7776,130900,113200,17700,0
17640,17641,4671,PR-00042,BOQUERON,00622,CABO ROJO,PR,653,0,653,7600,0,0,7600
17640,17641,4671,PR-00042,CABO ROJO,00623,CABO ROJO,PR,985185.97,665214.42,319971.55,652700,208100,106600,338000
17640,17641,4671,PR-00042,PENUELAS,00624,PENUELAS,PR,190477.76,157949.76,32528,6000,0,6000,0
17640,17641,4671,PR-00042,CAMUY,00627,CAMUY,PR,255457.73,207793.73,47664,990950,86900,83250,820800
17640,17641,4671,PR-00042,SABANA GRANDE,00637,SABANA GRANDE,PR,58800.04,43392.04,15408,36300,0,0,36300
17640,17641,4671,PR-00042,CIALES,00638,CIALES,PR,103275.06,60886.3,42388.76,81900,32000,23400,26500
17640,17641,4671,PR-00042,UTUADO,00641,UTUADO,PR,311855.74,234074.94,77780.8,105600,24500,24200,56900
17640,17641,4671,PR-00042,Dorado,00646,Dorado,PR,162940.35,93802.35,69138,615500,17600,43200,554700
17640,17641,4671,PR-00042,ENSENADA,00647,GUANICA,PR,47188.72,26372.72,20816,,0,0,0
17640,17641,4671,PR-00042,FLORIDA,00650,FLORIDA,PR,42688.44,31666.44,11022,18700,0,4000,14700
17640,17641,4671,PR-00042,GARROCHALES,00652,ARECIBO,PR,0,0,0,19200,0,0,19200
17640,17641,4671,PR-00042,GUANICA,00653,GUANICA,PR,18498.79,18498.79,0,125000,3800,0,121200
17640,17641,4671,PR-00042,GUAYANILLA,00656,GUAYANILLA,PR,401042.13,306853.13,94189,87800,79300,3000,5500
17640,17641,4671,PR-00042,HATILLO,00659,HATILLO,PR,396932.2,293334.2,103598,271200,45200,37600,188400
17640,17641,4671,PR-00042,ARECIBO,00659,ARECIBO,PR,546,0,546,,0,0,0
17640,17641,4671,PR-00042,HORMIGUEROS,00660,HORMIGUEROS,PR,282792.05,46733.05,236059,413800,0,352700,61100
17640,17641,4671,PR-00042,ISABELA,00662,ISABELA,PR,326075.46,140322.96,185752.5,342000,11400,84500,246100
17640,17641,4671,PR-00042,JAYUYA,00664,JAYUYA,PR,173315.08,97204.08,76111,96900,36500,14900,45500
17640,17641,4671,PR-00042,LAJAS,00667,LAJAS,PR,360947.68,263052.68,97895,264300,27300,87600,149400
17640,17641,4671,PR-00042,LARES,00669,LARES,PR,175697.88,129114.88,46583,119400,43900,1100,74400
17640,17641,4671,PR-00042,LAS MARIAS,00670,LAS MARIAS,PR,15161.36,14151.36,1010,17900,0,0,17900
17640,17641,4671,PR-00042,MANATI,00674,MANATI,PR,184103.05,116303.05,67800,262900,81300,42800,138800
17640,17641,4671,PR-00042,Aguadilla,00676,,PR,0,0,0,6900,0,0,6900
17640,17641,4671,PR-00042,MOCA,00676,MOCA,PR,454555.5,392460.5,62095,420000,71600,26000,322400
17640,17641,4671,PR-00042,RINCON,00677,RINCON,PR,176293.83,87265.33,89028.5,173300,3000,34400,135900
17640,17641,4671,PR-00042,Rincon,00677,Corcega,PR,0,0,0,7500,0,0,7500
17640,17641,4671,PR-00042,QUEBRADILLAS,00678,QUEBRADILLAS,PR,44405.42,22041.92,22363.5,24500,0,11200,13300
17640,17641,4671,PR-00042,MAYAGUEZ,00680,MAYAGUEZ,PR,1168066.43,913515.63,254550.8,426900,129700,95200,202000
17640,17641,4671,PR-00042,San German,00680,SAN GERMAN,PR,8640,0,8640,17100,0,16600,500
17640,17641,4671,PR-00042,MAYAGUEZ,00681,MAYAGUEZ,PR,0,0,0,25000,0,0,25000
17640,17641,4671,PR-00042,MAYAGUEZ,00682,MAYAGUEZ,PR,351228.21,305987.22,45240.99,32200,22000,7100,3100
17640,17641,4671,PR-00042,SAN GERMAN,00683,SAN GERMAN,PR,708911.92,549817.67,159094.25,369700,92800,26200,250700
17640,17641,4671,PR-00042,SAN SEBASTIAN,00685,SAN SEBASTIAN,PR,409185.65,265388.37,143797.28,299600,35500,11500,252600
17640,17641,4671,PR-00042,MOROVIS,00687,MOROVIS,PR,90892.26,60090.26,30802,167000,6900,16500,143600
17640,17641,4671,PR-00042,SABANA HOYOS,00688,ARECIBO,PR,27323.08,14523.08,12800,29200,0,4200,25000
17640,17641,4671,PR-00042,SAN ANTONIO,00690,AGUADILLA,PR,31484.96,20163.96,11321,8200,0,0,8200
17640,17641,4671,PR-00042,VEGA ALTA,00692,VEGA ALTA,PR,568025.64,528653.64,39372,99500,0,7200,92300
17640,17641,4671,PR-00042,VEGA BAJA,00693,MANATI,PR,0,0,0,48000,0,0,48000
17640,17641,4671,PR-00042,VEGA BAJA,00693,VEGA BAJA,PR,487726.39,337032.39,150694,385500,27100,69100,289300
17640,17641,4671,PR-00042,VEGA BAJA,00694,VEGA BAJA,PR,2442,576,1866,,0,0,0
17640,17641,4671,PR-00042,YAUCO,00698,YAUCO,PR,565727.77,220435.78,345291.99,59000,1276,6300,51400
17640,17641,4671,PR-00042,AGUAS BUENAS,00703,AGUAS BUENAS,PR,263319.55,145657.55,117662,156900,0,7900,149000
