SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content,Approved Amount EIDL
17640,17641,4671,PR-00042,AGUIRRE,00704,SALINAS,PR,23385.79,13268.79,10117,50000,0,25000,25000
17640,17641,4671,PR-00042,AIBONITO,00705,AIBONITO,PR,251696.57,158782.07,92914.5,200700,27200,50900,122600
17640,17641,4671,PR-00042,MAUNABO,00707,MAUNABO,PR,194664.99,112842.99,81822,38900,8000,21900,9000
17640,17641,4671,PR-00042,ARROYO,00714,ARROYO,PR,282478.34,240274.84,42203.5,46700,23300,11900,11500
17640,17641,4671,PR-00042,MERCEDITA,00715,PONCE,PR,77855.2,52207.2,25648,77500,11700,19300,46500
17640,17641,4671,PR-00042,PONCE,00716,PONCE,PR,569791.47,406225.64,163565.83,422800,94000,68600,260200
17640,17641,4671,PR-00042,PONCE,00717,PONCE,PR,1663083.7,1458214.2,204869.5,312000,12300,7800,291900
17640,17641,4671,PR-00042,NAGUABO,00718,NAGUABO,PR,100583.23,80753.23,19830,65700,0,0,65700
17640,17641,4671,PR-00042,NARANJITO,00719,NARANJITO,PR,243767.77,155164.27,88603.5,108300,27000,35400,45900
17640,17641,4671,PR-00042,OROCOVIS,00720,OROCOVIS,PR,357608.46,179524.04,178084.42,363300,90800,64000,208500
17640,17641,4671,PR-00042,RIO GRANDE,00721,RIO GRANDE,PR,14000,0,14000,,0,0,0
17640,17641,4671,PR-00042,PALMER,00721,RIO GRANDE,PR,24012.08,22462.08,1550,13500,0,8000,5500
17640,17641,4671,PR-00042,PATILLAS,00723,PATILLAS,PR,79354.81,45296.81,34058,29300,0,4500,24800
17640,17641,4671,PR-00042,AGUAS BUENAS,00725,CAGUAS,PR,10417.34,9417.34,1000,12000,11000,1000,0
17640,17641,4671,PR-00042,CAGUAS,00725,CAGUAS,PR,1152289.01,759014.15,393274.86,1386400,146600,154100,1085700
17640,17641,4671,PR-00042,CAGUAS,00726,CAGUAS,PR,24024.36,16719.36,7305,,0,0,0
17640,17641,4671,PR-00042,CAGUAS,00727,CAGUAS,PR,148825.84,112120.84,36705,131600,33600,4700,93300
17640,17641,4671,PR-00042,PONCE,00728,PONCE,PR,129877.57,103394.57,26483,28900,0,8100,20800
17640,17641,4671,PR-00042,CANOVANAS,00729,CANOVANAS,PR,409861.22,330329.22,79532,264400,57400,5400,201600
17640,17641,4671,PR-00042,PONCE,00730,PONCE,PR,856112.29,686984.79,169127.5,698740,175840,111200,411700
17640,17641,4671,PR-00042,PONCE,00731,PONCE,PR,171345.67,140864.67,30481,95700,7500,49500,38700
17640,17641,4671,PR-00042,PONCE,00732,PONCE,PR,6400,0,6400,20300,0,7500,12800
17640,17641,4671,PR-00042,PONCE,00733,PONCE,PR,,,,,0,0,0
17640,17641,4671,PR-00042,CEIBA,00735,CEIBA,PR,52077.84,5895.84,46182,,0,0,0
17640,17641,4671,PR-00042,Cidra,00736,CAYEY,PR,116622.65,99076.65,17546,126500,99100,17600,9800
17640,17641,4671,PR-00042,CAYEY,00736,CAYEY,PR,462804.97,382151.97,80653,166000,58900,27300,79800
17640,17641,4671,PR-00042,CAYEY,00737,CAYEY,PR,22832.16,19468.16,3364,67600,0,0,67600
17640,17641,4671,PR-00042,FAJARDO,00738,FAJARDO,PR,326654.41,253483.51,73170.9,176300,25000,27400,123900
17640,17641,4671,PR-00042,CIDRA,00739,CIDRA,PR,268525.11,160233.61,108291.5,249100,61600,66000,121500
17640,17641,4671,PR-00042,PUERTO REAL,00740,FAJARDO,PR,0,0,0,497000,0,0,497000
17640,17641,4671,PR-00042,PUNTA STGO,00741,HUMACAO,PR,71333.92,64627.2,6706.72,140800,64700,76100,0
17640,17641,4671,PR-00042,PUNTA SANTIAGO,00741,HUMACAO,PR,,,,,0,0,0
17640,17641,4671,PR-00042,Humacao,00741,HUMACAO,PR,11168.37,8948.37,2220,,0,0,0
17640,17641,4671,PR-00042,LOIZA,00745,LOIZA,PR,9500,0,9500,9500,0,9500,0
17640,17641,4671,PR-00042,RIO GRANDE,00745,RIO GRANDE,PR,280062.11,223371.65,56690.46,654900,0,20200,634700
17640,17641,4671,PR-00042,SALINAS,00751,SALINAS,PR,284396.41,179809.41,104587,31000,0,17700,13300
17640,17641,4671,PR-00042,SAN LORENZO,00754,SAN LORENZO,PR,403462.13,337224.88,66237.25,120200,40100,8800,71300
17640,17641,4671,PR-00042,SANTA ISABEL,00757,SANTA ISABEL,PR,529891.63,413733.14,116158.49,296500,91600,61900,143000
17640,17641,4671,PR-00042,VIEQUES,00765,VIEQUES,PR,10646.4,3926.4,6720,111300,0,14800,96500
17640,17641,4671,PR-00042,VILLALBA,00766,VILLALBA,PR,149197.17,124503.17,24694,120600,68500,14300,37800
17640,17641,4671,PR-00042,YABUCOA,00767,YABUCOA,PR,299304.47,201684.49,97619.98,168400,19800,30300,118300
17640,17641,4671,PR-00042,COAMO,00769,COAMO,PR,810246.61,611186.61,199060,109000,0,43000,66000
17640,17641,4671,PR-00042,LAS PIEDRAS,00771,LAS PIEDRAS,PR,155782.55,110057.55,45725,121100,22500,17300,81300
17640,17641,4671,PR-00042,LOIZA,00772,LOIZA,PR,62501.38,38517.38,23984,41500,0,11600,29900
17640,17641,4671,PR-00042,LUQUILLO,00773,LUQUILLO,PR,278283.92,186579.42,91704.5,194400,82700,37600,74100
17640,17641,4671,PR-00042,CULEBRA,00775,CULEBRA,PR,124509.76,124509.76,0,73700,45000,0,28700
17640,17641,4671,PR-00042,JUNCOS,00777,JUNCOS,PR,401765.29,330472.29,71293,112300,34600,52800,24900
17640,17641,4671,PR-00042,GURABO,00778,GURABO,PR,323482.84,175368.84,148114,166600,0,9200,157400
17640,17641,4671,PR-00042,COTO LAUREL,00780,PONCE,PR,75756.7,54381.2,21375.5,27500,0,1800,25700
17640,17641,4671,PR-00042,PONCE,00780,PONCE,PR,7850,0,7850,85100,0,10100,75000
17640,17641,4671,PR-00042,COMERIO,00782,COMERIO,PR,194221.78,112574.78,81647,332800,8100,72600,252100
17640,17641,4671,PR-00042,COROZAL,00783,COROZAL,PR,224186.6,150891.6,73295,136000,24100,4500,107400
17640,17641,4671,PR-00042,GUAYAMA,00784,GUAYAMA,PR,709438.15,466248.65,243189.5,133200,800,29600,102800
17640,17641,4671,PR-00042,GUAYAMA,00785,GUAYAMA,PR,35468.59,29458.59,6010,26500,0,11100,15400
17640,17641,4671,PR-00042,HUMACAO,00791,HUMACAO,PR,4125942.09,3788731.1,337210.99,296100,59300,14900,221900
17640,17641,4671,PR-00042,HUMACAO,00792,HUMACAO,PR,0,0,0,,0,0,0
17640,17641,4671,PR-00042,BARRANQUITAS,00794,BARRANQUITAS,PR,763114.33,556914.33,206200,535100,150430,224370,160300
17640,17641,4671,PR-00042,JUANA DIAZ,00795,JUANA DIAZ,PR,706304.95,543939.7,162365.25,356100,103700,79600,172800
17640,17641,4671,PR-00042,SAN JUAN,00901,SAN JUAN,PR,100719.7,73728.7,26991,18000,0,0,18000
17640,17641,4671,PR-00042,VIEJO SN JUAN,00901,SAN JUAN,PR,,,,,0,0,0
17640,17641,4671,PR-00042,OLD SAN JUAN,00901,SAN JUAN,PR,,,,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00902,SAN JUAN,PR,3478.8,604.8,2874,,0,0,0
17640,17641,4671,PR-00042,SANTURCE,00907,SAN JUAN,PR,0,0,0,,0,0,0
17640,17641,4671,PR-00042,CONDADO,00907,SAN JUAN,PR,114674.24,99636.24,15038,200000,81200,35000,83800
17640,17641,4671,PR-00042,SAN JUAN,00907,SAN JUAN,PR,307329.29,188960.29,118369,809200,0,17000,792200
17640,17641,4671,PR-00042,MIRAMAR,00907,SAN JUAN,PR,25125,0,25125,3200,0,0,3200
17640,17641,4671,PR-00042,SAN JUAN,00908,SAN JUAN,PR,50702.42,48902.42,1800,50800,49000,1800,0
17640,17641,4671,PR-00042,SAN JUAN,00909,SAN JUAN,PR,94174.15,90085.15,4089,881400,6500,135700,739200
17640,17641,4671,PR-00042,SAN JUAN,00911,SAN JUAN,PR,78581,43056,35525,175500,43100,39300,93100
17640,17641,4671,PR-00042,SANTURCE,00911,SAN JUAN,PR,20719.66,8640,12079.66,17900,8700,9200,0
17640,17641,4671,PR-00042,SAN JUAN,00912,SAN JUAN,PR,43945.85,36144,7801.85,60300,29600,2500,28200
17640,17641,4671,PR-00042,SANTURCE,00912,SAN JUAN,PR,500,0,500,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00913,SAN JUAN,PR,34176.8,15436.8,18740,,0,0,0
17640,17641,4671,PR-00042,BO OBRERO,00915,SAN JUAN,PR,5870.08,3070.08,2800,,0,0,0
17640,17641,4671,PR-00042,BARRIO OBRERO,00915,SAN JUAN,PR,2796.8,1996.8,800,62300,0,0,62300
17640,17641,4671,PR-00042,SAN JUAN,00915,SAN JUAN,PR,96706.89,83676.89,13030,147900,51900,7000,89000
17640,17641,4671,PR-00042,SANTURCE,00915,SAN JUAN,PR,27814.05,27814.05,0,,0,0,0
17640,17641,4671,PR-00042,CAROLINA,00917,SAN JUAN,PR,,,,,0,0,0
17640,17641,4671,PR-00042,HATO REY,00917,SAN JUAN,PR,25031.83,25031.83,0,16000,0,0,16000
17640,17641,4671,PR-00042,SAN JUAN,00917,SAN JUAN,PR,120826.11,97260.51,23565.6,35000,4200,10800,20000
17640,17641,4671,PR-00042,SAN JUAN,00918,SAN JUAN,PR,497087.09,266940.38,230146.71,1036700,110400,23100,903200
17640,17641,4671,PR-00042,HATO REY,00919,SAN JUAN,PR,7500,500,7000,37000,0,12000,25000
17640,17641,4671,PR-00042,PTO NUEVO,00920,SAN JUAN,PR,,,,,0,0,0
17640,17641,4671,PR-00042,CAPARRA TERRACE,00920,SAN JUAN,PR,0,0,0,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00920,SAN JUAN,PR,71791.67,54171.67,17620,87900,40800,10400,36700
17640,17641,4671,PR-00042,PUERTO NUEVO,00920,SAN JUAN,PR,100424,77826,22598,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00921,SAN JUAN,PR,238807.46,166749.46,72058,340700,27800,53500,259400
17640,17641,4671,PR-00042,SAN JUAN,00922,SAN JUAN,PR,,,,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00923,,PR,0,0,0,429200,0,0,429200
17640,17641,4671,PR-00042,SAN JUAN,00923,SAN JUAN,PR,142543.91,126720.41,15823.5,65500,0,0,65500
17640,17641,4671,PR-00042,SAN JUAN,00923,TRUJILLO ALTO,PR,7815,2016,5799,188600,2100,5800,180700
17640,17641,4671,PR-00042,RIO PIEDRAS,00924,SAN JUAN,PR,35671.18,35671.18,0,25000,25000,0,0
17640,17641,4671,PR-00042,SAN JUAN,00924,SAN JUAN,PR,133075.23,96313.23,36762,248200,20500,12900,214800
17640,17641,4671,PR-00042,SAN JUAN,00925,SAN JUAN,PR,138226.7,90869.2,47357.5,7500,0,0,7500
17640,17641,4671,PR-00042,RIO PIEDRAS,00925,SAN JUAN,PR,20094,14252,5842,14400,11600,2800,0
17640,17641,4671,PR-00042,SAN JUAN,00926,SAN JUAN,PR,146370.53,76149.53,70221,844500,0,18400,826100
17640,17641,4671,PR-00042,RIO PIEDRAS,00926,SAN JUAN,PR,18318.44,16000.44,2318,11600,3400,3200,5000
17640,17641,4671,PR-00042,CUPEY,00926,SAN JUAN,PR,40795,0,40795,51200,0,35500,15700
17640,17641,4671,PR-00042,CAGUAS,00926,SAN JUAN,PR,4000,0,4000,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00927,SAN JUAN,PR,154922.97,122839.97,32083,299900,94300,7800,197800
17640,17641,4671,PR-00042,GUAYNABO,00927,SAN JUAN,PR,0,0,0,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00928,SAN JUAN,PR,0,0,0,,0,0,0
17640,17641,4671,PR-00042,RIO PIEDRAS,00928,SAN JUAN,PR,12901,9696,3205,,0,0,0
17640,17641,4671,PR-00042,SAN JUAN,00929,SAN JUAN,PR,32614.56,17314.56,15300,,0,0,0
17640,17641,4671,PR-00042,San Juan,00936,San Juan,PR,18571,0,18571,7200,0,7200,0
17640,17641,4671,PR-00042,TOA ALTA,00949,TOA BAJA,PR,55710.79,55710.79,0,,0,0,0
17640,17641,4671,PR-00042,LEVITTOWN,00949,TOA BAJA,PR,40514.68,30487.68,10027,,0,0,0
17640,17641,4671,PR-00042,TOA BAJA,00949,TOA BAJA,PR,447594.78,368723.28,78871.5,790700,95700,37300,657700
17640,17641,4671,PR-00042,TOA BAJA,00950,TOA BAJA,PR,16740.96,12456.96,4284,,0,0,0
17640,17641,4671,PR-00042,TOA BAJA,00951,TOA BAJA,PR,2550,0,2550,27800,0,2800,25000
17640,17641,4671,PR-00042,SABANA SECA,00952,TOA BAJA,PR,21145,16320,4825,,0,0,0
17640,17641,4671,PR-00042,TOA BAJA,00952,TOA BAJA,PR,0,0,0,,0,0,0
17640,17641,4671,PR-00042,TOA ALTA,00953,TOA ALTA,PR,1148203.41,1010305.41,137898,995200,700000,50000,245200
17640,17641,4671,PR-00042,TOA ALTA,00954,TOA ALTA,PR,,,,,0,0,0
17640,17641,4671,PR-00042,BAYAMON,00956,BAYAMON,PR,494243.26,420841.01,73402.25,166600,48500,23300,94800
17640,17641,4671,PR-00042,BAYAMON,00957,BAYAMON,PR,102579.31,54975.86,47603.45,136700,0,30400,106300
17640,17641,4671,PR-00042,BAYAMON,00958,BAYAMON,PR,,,,,0,0,0
17640,17641,4671,PR-00042,BAYAMON,00959,BAYAMON,PR,299390.86,257488.86,41902,318000,0,1000,317000
17640,17641,4671,PR-00042,BAYAMON,00960,BAYAMON,PR,33216.93,30916.93,2300,28000,11400,9400,7200
17640,17641,4671,PR-00042,BAYAMON,00961,BAYAMON,PR,187608.61,136355.61,51253,170700,29700,8600,132400
17640,17641,4671,PR-00042,CATANO,00962,CATANO,PR,33740.05,27351.34,6388.71,75000,0,0,75000
17640,17641,4671,PR-00042,CATANO,00963,CATANO,PR,,,,,0,0,0
17640,17641,4671,PR-00042,GUAYNABO,00965,GUAYNABO,PR,9703.08,6574.08,3129,12800,0,0,12800
17640,17641,4671,PR-00042,GUAYNABO,00966,GUAYNABO,PR,27827.48,26327.48,1500,53000,25000,0,28000
17640,17641,4671,PR-00042,GUAYNABO,00968,GUAYNABO,PR,45862.88,20309.76,25553.12,,0,0,0
17640,17641,4671,PR-00042,GUAYNABO,00969,GUAYNABO,PR,338477.96,306336.96,32141,195300,0,0,195300
17640,17641,4671,PR-00042,GUAYNABO,00970,GUAYNABO,PR,60381.05,34469.05,25912,,0,0,0
17640,17641,4671,PR-00042,GUAYNABO,00971,GUAYNABO,PR,63050.91,63050.91,0,,0,0,0
17640,17641,4671,PR-00042,TRUJILLO ALTO,00976,TRUJILLO ALTO,PR,201168.42,129941.42,71227,193200,6700,23600,162900
17640,17641,4671,PR-00042,TRUJILLO ALTO,00977,TRUJILLO ALTO,PR,14592.8,14092.8,500,15000,0,0,15000
17640,17641,4671,PR-00042,SAINT JUST,00978,TRUJILLO ALTO,PR,2000,0,2000,32600,0,2000,30600
17640,17641,4671,PR-00042,CAROLINA,00979,CAROLINA,PR,387873.03,228613.03,159260,239700,28300,0,211400
17640,17641,4671,PR-00042,CAROLINA,00982,CAROLINA,PR,189009.84,160811.84,28198,198900,116800,75700,6400
17640,17641,4671,PR-00042,CAROLINA,00983,CAROLINA,PR,1069274.17,1014099.17,55175,489000,70200,20400,398400
17640,17641,4671,PR-00042,CAROLINA,00984,CAROLINA,PR,0,0,0,25000,0,0,25000
17640,17641,4671,PR-00042,CAROLINA,00985,CAROLINA,PR,123908.37,71923.37,51985,86200,13000,15300,57900
17640,17641,4671,PR-00042,CAROLINA,00986,CAROLINA,PR,43852,30012,13840,124900,30000,15000,79900
17640,17641,4671,PR-00042,CAROLINA,00987,CAROLINA,PR,185628.47,109669.75,75958.72,234800,24900,52200,157700
17640,17641,4671,PR-00042,CAGUAS,CAGUA,CAGUAS,PR,,,,,0,0,0
17642,17643,4672,AK-00055,ALAKANUK,99554,KUSILVAK,AK,2611.14,2411.14,200,,0,0,0
17642,17643,4672,AK-00055,NEWTOK,99559,BETHEL,AK,152040,143640,8400,,0,0,0
17642,17643,4672,AK-00055,HOOPER BAY,99604,KUSILVAK,AK,515295.27,515295.27,0,,0,0,0
17642,17643,4672,AK-00055,TUNTUTULIAK,99680,BETHEL,AK,,,,,0,0,0
17642,17643,4672,AK-00055,Golovin,99762,Nome,AK,10875,0,10875,,0,0,0
17642,17643,4672,AK-00055,NOME,99762,NOME,AK,3144788.05,2991559.05,153229,,0,0,0
17642,17643,4672,AK-00055,SHAKTOOLIK,99770,Northwest Arctic Borough,AK,30672.1,630,30042.1,,0,0,0
17642,17643,4672,AK-00055,TELLER,99778,Bering Strait REAA (07),AK,37000,0,37000,23500,0,23500,0
17644,17645,4673,FL-00178,Bokeelia,,,FL,254336.01,254336.01,0,,0,0,0
17644,17645,4673,FL-00178,ELKTON,32033,SAINT JOHNS,FL,58694.8,51709.8,6985,,0,0,0
17644,17645,4673,FL-00178,LAWTEY,32058,BRADFORD,FL,,,,,0,0,0
17644,17645,4673,FL-00178,ORANGE PARK,32065,CLAY,FL,,,,,0,0,0
17644,17645,4673,FL-00178,ORANGE PARK,32073,CLAY,FL,0,0,0,43500,0,0,43500
17644,17645,4673,FL-00178,ST AUGUSTINE,32080,SAINT JOHNS,FL,873491.54,721193.54,152298,147400,0,64900,82500
17644,17645,4673,FL-00178,PONTE VEDRA BEACH,32082,SAINT JOHNS,FL,,,,,0,0,0
17644,17645,4673,FL-00178,PONTE VEDRA,32082,SAINT JOHNS,FL,,,,,0,0,0
17644,17645,4673,FL-00178,SAINT AUGUSTINE,32084,SAINT JOHNS,FL,248418.38,248418.38,0,,0,0,0
17644,17645,4673,FL-00178,ST AUGUSTINE,32084,SAINT JOHNS,FL,436959.75,335078.75,101881,,0,0,0
17644,17645,4673,FL-00178,ST AUGUSTINE,32086,SAINT JOHNS,FL,136182.24,128588.24,7594,52100,44000,0,8100
17644,17645,4673,FL-00178,STARKE,32091,BRADFORD,FL,,,,,0,0,0
17644,17645,4673,FL-00178,ST AUGUSTINE,32092,SAINT JOHNS,FL,673301,598301,75000,40000,0,0,40000
17644,17645,4673,FL-00178,ST AUGUSTINE,32095,SAINT JOHNS,FL,1500,0,1500,172300,0,0,172300
17644,17645,4673,FL-00178,ASTOR,32102,LAKE,FL,171979.13,149745.13,22234,25000,0,0,25000
17644,17645,4673,FL-00178,BUNNELL,32110,FLAGLER,FL,66329.59,49967.59,16362,,0,0,0
17644,17645,4673,FL-00178,CRESCENT CITY,32112,PUTNAM,FL,,,,,0,0,0
17644,17645,4673,FL-00178,CITRA,32113,MARION,FL,,,,,0,0,0
17644,17645,4673,FL-00178,DAYTONA BEACH,32114,VOLUSIA,FL,6063379.52,5209806.91,853572.61,753200,608900,36100,108200
17644,17645,4673,FL-00178,HOLLY HILL,32117,VOLUSIA,FL,360645.33,336568.9,24076.43,152800,63600,11300,77900
17644,17645,4673,FL-00178,DAYTONA BEACH,32117,VOLUSIA,FL,1024983.87,681651.88,343331.99,98100,98100,0,0
17644,17645,4673,FL-00178,DAYTONA BEACH SHORES,32118,VOLUSIA,FL,4202614.07,3847479.07,355135,1895400,1695400,0,200000
17644,17645,4673,FL-00178,DAYTONA BEACH SHORE,32118,VOLUSIA,FL,224912.46,205685.26,19227.2,547700,528400,19300,0
17644,17645,4673,FL-00178,DAYT BCH SH,32118,VOLUSIA,FL,6498303.05,6096238.22,402064.83,2302000,2121400,28600,152000
17644,17645,4673,FL-00178,DAYTONA BEACH,32118,VOLUSIA,FL,18411619.44,16293550.04,2118069.4,2581400,2129200,220200,232000
17644,17645,4673,FL-00178,SOUTH DAYTONA,32119,VOLUSIA,FL,5599758.18,5207758.68,391999.5,1587300,837700,95700,653900
17644,17645,4673,FL-00178,South Daytona Beach,32119,Volusia,FL,12000,0,12000,25000,0,0,25000
17644,17645,4673,FL-00178,S DAYTONA BCH,32119,VOLUSIA,FL,0,0,0,25000,0,0,25000
17644,17645,4673,FL-00178,DAYTONA BEACH,32119,VOLUSIA,FL,154678.3,117403.3,37275,143700,106600,9100,28000
17644,17645,4673,FL-00178,S DAYTONA,32119,VOLUSIA,FL,8700,0,8700,,0,0,0
17644,17645,4673,FL-00178,DAYTONA BEACH,32124,VOLUSIA,FL,134893.23,113654.23,21239,36400,0,12900,23500
17644,17645,4673,FL-00178,PONCE INLET,32127,VOLUSIA,FL,500761.84,424966.84,75795,118600,29400,58300,30900
17644,17645,4673,FL-00178,PORT ORANGE,32127,VOLUSIA,FL,2584402.41,2367841.41,216561,828300,713500,35500,79300
17644,17645,4673,FL-00178,PT ORANGE,32128,VOLUSIA,FL,0,0,0,8000,0,0,8000
17644,17645,4673,FL-00178,PORT ORANGE,32128,VOLUSIA,FL,193065.92,122649.02,70416.9,45700,17800,2900,25000
17644,17645,4673,FL-00178,PORT ORANGE,32129,VOLUSIA,FL,1750860.05,1490814.05,260046,458700,183900,31600,243200
17644,17645,4673,FL-00178,DE LEON SPGS,32130,VOLUSIA,FL,4695,0,4695,,0,0,0
17644,17645,4673,FL-00178,EAST PALATKA,32131,PUTNAM,FL,50386.21,45376.21,5010,,0,0,0
17644,17645,4673,FL-00178,EDGEWATER,32132,VOLUSIA,FL,137514.22,106287.22,31227,103500,84600,10100,8800
17644,17645,4673,FL-00178,FORT MC COY,32134,MARION,FL,0,0,0,25000,0,0,25000
17644,17645,4673,FL-00178,FLAGLER BEACH,32136,FLAGLER,FL,678439.38,670553.88,7885.5,69400,69400,0,0
17644,17645,4673,FL-00178,PALM COAST,32137,FLAGLER,FL,259673.3,223500.3,36173,187400,24800,0,162600
17644,17645,4673,FL-00178,EDGEWATER,32141,VOLUSIA,FL,347248.34,252383.34,94865,15100,9100,6000,0
17644,17645,4673,FL-00178,HASTINGS,32145,SAINT JOHNS,FL,3500,0,3500,10000,0,0,10000
17644,17645,4673,FL-00178,INTERLACHEN,32148,PUTNAM,FL,201231.61,176231.61,25000,,0,0,0
17644,17645,4673,FL-00178,LADY LAKE,32159,LAKE,FL,0,0,0,24000,0,0,24000
17644,17645,4673,FL-00178,THE VILLAGES,32162,SUMTER,FL,,,,,0,0,0
17644,17645,4673,FL-00178,THE VILLAGES,32163,SUMTER,FL,,,,,0,0,0
17644,17645,4673,FL-00178,PALM COAST,32164,FLAGLER,FL,184633.22,47323.22,137310,63100,24500,7800,30800
17644,17645,4673,FL-00178,NEW SMYRNA,32168,VOLUSIA,FL,3186294.13,2869701.13,316593,1742200,1040400,189800,512000
17644,17645,4673,FL-00178,NEW SMYRNA BEACH,32168,VOLUSIA,FL,153819.25,71891.25,81928,75000,0,0,75000
17644,17645,4673,FL-00178,NEW SMYRNA,32169,VOLUSIA,FL,1131704.11,1033671.11,98033,1152400,732200,71400,348800
17644,17645,4673,FL-00178,NEW SMYRNA BEACH,32169,VOLUSIA,FL,45000,0,45000,,0,0,0
17644,17645,4673,FL-00178,ORMOND BEACH,32174,VOLUSIA,FL,1038795.36,807317.36,231478,376000,222000,17100,136900
17644,17645,4673,FL-00178,ORMOND BEACH,32176,VOLUSIA,FL,690284.02,665563.02,24721,239100,32200,22500,184400
17644,17645,4673,FL-00178,PALATKA,32177,PUTNAM,FL,155955.81,137181.81,18774,,0,0,0
17644,17645,4673,FL-00178,OCKLAWAHA,32179,MARION,FL,,,,,0,0,0
17644,17645,4673,FL-00178,POMONA PARK,32181,PUTNAM,FL,,,,,0,0,0
17644,17645,4673,FL-00178,SAN MATEO,32187,PUTNAM,FL,3307.5,0,3307.5,,0,0,0
17644,17645,4673,FL-00178,SATSUMA,32189,PUTNAM,FL,11143.69,11143.69,0,14000,0,0,14000
17644,17645,4673,FL-00178,SEVILLE,32190,VOLUSIA,FL,402974.57,350956.57,52018,,0,0,0
17644,17645,4673,FL-00178,WELAKA,32193,PUTNAM,FL,256275.31,241525.31,14750,,0,0,0
17644,17645,4673,FL-00178,Waleka,32193,Putnam,FL,55686.32,30611.32,25075,76400,38000,25100,13300
17644,17645,4673,FL-00178,JACKSONVILLE,32202,DUVAL,FL,0,0,0,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32204,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32205,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32206,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32207,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32208,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32209,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32210,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32211,DUVAL,FL,0,0,0,12500,0,0,12500
17644,17645,4673,FL-00178,JACKSONVILLE,32216,DUVAL,FL,0,0,0,200000,0,0,200000
17644,17645,4673,FL-00178,JACKSONVILLE,32218,DUVAL,FL,0,0,0,250000,0,0,250000
17644,17645,4673,FL-00178,JACKSONVILLE,32220,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32221,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32222,DUVAL,FL,0,0,0,82700,0,0,82700
17644,17645,4673,FL-00178,JACKSONVILLE,32223,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32225,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32226,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32234,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32244,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32246,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JAX BCH,32250,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32254,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32256,DUVAL,FL,0,0,0,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32257,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32258,DUVAL,FL,0,0,0,,0,0,0
17644,17645,4673,FL-00178,SAINT JOHNS,32259,SAINT JOHNS,FL,36830.01,36830.01,0,,0,0,0
17644,17645,4673,FL-00178,NEPTUNE BEACH,32266,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,JACKSONVILLE,32277,DUVAL,FL,,,,,0,0,0
17644,17645,4673,FL-00178,GAINESVILLE,32601,ALACHUA,FL,,,,,0,0,0
17644,17645,4673,FL-00178,GAINESVILLE,32605,ALACHUA,FL,,,,,0,0,0
17644,17645,4673,FL-00178,GAINESVILLE,32607,ALACHUA,FL,0,0,0,,0,0,0
17644,17645,4673,FL-00178,GAINESVILLE,32608,ALACHUA,FL,0,0,0,74600,0,0,74600
17644,17645,4673,FL-00178,GAINESVILLE,32609,ALACHUA,FL,,,,,0,0,0
17644,17645,4673,FL-00178,ARCHER,32618,ALACHUA,FL,,,,,0,0,0
17644,17645,4673,FL-00178,GAINESVILLE,32641,ALACHUA,FL,,,,,0,0,0
